Title,Genre,Run Time,Rating,Number of Votes,Year,Certificate,Synopsis,Actors,Image
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu,"Animation, Action, Adventure",23 min,7.4,"2,184",(2020– ),Certificate N/A,"Honjou Kaede is invited by her friend Shiramine Risa to play a virtual reality MMO game with her. While Kaede doesn't dislike games, what she really, truly dislikes is being in pain.","Kaede Hondo, Ruriko Noguchi, Saori Hayami, Noriaki Sugiyama",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Quanzhi Gaoshou,"Action, Adventure",45 min,8.1,"1,442",(2019),Certificate N/A,"Ye Xiu (Yang Yang) is a well known top tier player in an online game Glory. After forcefully expelled out of his professional team, he was employed in an Internet Cafe as an odd-job worker.","Yang Yang, Shuying Jiang, Sanmu Liu, Tu-Te-Ha-Meng",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Siberia,"Adventure, Drama, Horror",Run Time N/A,7.0,"3,493",(2013),Certificate N/A,"In 1908, an unexplained event occurred deep in the remote Siberian territory of Tunguska. Now, 100+ years later, 16 reality-show participants descend on Tunguska unknowing of the land's ...                See full summary »","Joyce Giraud, Johnny Wactor, Esther Anderson, Miljan Milosevic",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Doraemon,"Animation, Adventure, Comedy",25 min,8.1,"4,735",(1979–2005),Certificate N/A,Doraemon is a robotic cat that comes from the 22nd century. He comes to 20th century and stays with Nobi Family. The Nobis love Doraemon very much. So Doraemon always help the Nobis with the devices from 22nd century.,"Nobuyo Ôyama, Noriko Ohara, Kazuya Tatekabe, Kaneta Kimotsuki",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Scooby-Doo/Dynomutt Hour,"Animation, Adventure, Comedy",24 min,7.6,"3,605",(1976–1978),Certificate N/A,Scooby Doo and the gang solve mysteries; then Blue Falcon and Dynomutt fight crime in each two-part episode of this animated series.,"Patricia Stevens, Frank Welker, Casey Kasem, Don Messick",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mokushiroku no Yon-kishi,"Animation, Action, Adventure",Run Time N/A,Rating N/A,Votes N/A,(2023– ),Certificate N/A,"A new generation of adventurers comes together to change the world, as a prophecy states. But will they bring good or destruction?","Shou Komura, Kikunosuke Toya, Aino Shimada, Kanna Nakamura",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Superman,"Animation, Action, Adventure",30 min,7.0,"1,018",(1988),Certificate N/A,The Man of Steel fights evil in the city of Metropolis and beyond. Each episode ends with a short vignette about key events from Kal-El's youth on Earth.,"Beau Weaver, Ginny McSwain, Mark L. Taylor, Tress MacNeille",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Arslan Senki,"Animation, Action, Adventure",24 min,7.5,"2,189",(2015–2016),Certificate N/A,"In the prosperous kingdom of Pars lies the Royal Capital of Ecbatana, a city of splendor and wonder, ruled by the undefeated and fearsome King Andragoras. Arslan is the young and curious ...                See full summary »","Jerry Jewell, Rachel Robinson, Ryan Reynolds, Justin Briner",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Where on Earth Is Carmen Sandiego?,"Animation, Action, Adventure",21 min,7.2,"2,081",(1994–1999),Certificate N/A,"The world famous thief, Carmen Sandiego, plays an intricate game of cat and mouse with teen ACME detectives, Zack and Ivy.","Rodger Bumpass, Jennifer Hale, Scott Menville, Dierk Torsek",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Encantadia,"Action, Adventure, Drama",30 min,6.7,175,(2016–2017),Certificate N/A,"In the world of Lireo, a thousand years after the Lirean War, Queen Mine-a senses danger is around the corner. Her daughters Pirena, Amihan, Alena, and Danaya are chosen as successors to guard the gems.","Marian Rivera, Dingdong Dantes, Glaiza De Castro, Kylie Padilla",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Servir y proteger,"Action, Adventure, Crime",Run Time N/A,4.7,127,(2017–2023),Certificate N/A,"Fresh from the Academy, talented rookie officer Alicia joins the police station in Distrito Sur. While she learns the ropes from veteran detective Miralles and streetwise agent Batista, she...                See full summary »","Luisa Martín, Andrea del Río, Ángel de Miguel, Juanjo Artero",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Seinto Seiya: Knights of the Zodiac,"Animation, Action, Adventure",24 min,4.6,"2,135",(2019–2022),Certificate N/A,A digital remake from the Japanese anime classic Saint Seiya (1986).,"Masakazu Morita, Bryson Baugus, Hideyuki Tanaka, Marty Fleck",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Santiago of the Seas,"Animation, Short, Action",30 min,7.0,171,(2020– ),Certificate N/A,"Join Santiago, an 8-year-old pirate, and his crew as they embarks on rescues, uncover hidden treasures and keeps the Caribbean high seas safe. The show is infused with Spanish language and Latino-Caribbean culture and curriculum.","Dave Droxler, Justice Quiroz, Alyssa Cheatham, Hunter Jones",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Astronauts,"Action, Adventure, Drama",Run Time N/A,6.8,"2,309",(2020–2021),Certificate N/A,"When a group of kids are accidentally launched into space, they embark on an adventure of a lifetime to get back home.","Miya Cech, Bryce Gheisar, Keith L. Williams, Kayden Grace Swan",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The 13 Ghosts of Scooby-Doo,"Animation, Adventure, Comedy",30 min,7.3,"3,087",(1985–1986),Certificate N/A,Shaggy and Scooby and friends must return 13 ghosts to a magic chest which they inadvertently released.,"Bob Arbogast, Gay Autterson, Susan Blu, Hamilton Camp",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Tenkû no Esukafurône,"Animation, Action, Adventure",30 min,7.8,"4,390",(1996),Certificate N/A,"Hitomi is a girl with psychic abilities who gets transported to the magical world of Gaea. She and her friends find themselves under attack from the evil Zaibach empire, and the Guymelf ...                See full summary »","Kirby Morrow, Kelly Sheridan, Brian Drummond, Jocelyne Loewen",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hotel Erotica,"Adventure, Drama, Fantasy",29 min,5.7,285,(2002– ),Certificate N/A,Add a Plot,"Tina Wiseman, Lauren Hays, Beverly Lynne, Monique Parent",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Rôdosu-tô senki,"Animation, Action, Adventure",25 min,7.6,"2,751",(1990–1991),Certificate N/A,A group of medieval adventurers must participate in a war against dark forces in the land of Lodoss.,"Takeshi Kusao, Yumi Tôma, Kappei Yamaguchi, Hideyuki Tanaka",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sandokan,"Action, Adventure, Drama",286 min,7.4,"1,507",(1976),Certificate N/A,"Malaysia, the second half of 1800. The English Queen Victoria owns the domain of the eastern lands of Borneo, commanded by Lord James Guillonk, fierce and ruthless conqueror, father of the ...                See full summary »","Kabir Bedi, Adolfo Celi, Philippe Leroy, Mohammed Azad",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Seirei Gensouki,"Animation, Action, Adventure",23 min,7.2,"1,570",(2021– ),Certificate N/A,Amakawa Haruto is a young man who died before reuniting with his childhood friend who disappeared five years ago. Rio is a boy living in the slums who wants revenge for his mother who was ...                See full summary »,"Yuuki Kuwahara, Sayaka Harada, Akane Fujita, Tomori Kusunoki",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dinotrux,"Animation, Short, Action",23 min,6.8,520,(2015–2017),Certificate N/A,"Animals like the Craneosauraus, Garbageadon and Tyrannosaurus Trux (part dinosaurs and part truck) exist in a fictional prehistoric era.","Andrew Francis, Richard Ian Cox, Ashleigh Ball, Brian Drummond",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Journey to the Center of the Earth,"Adventure, Sci-Fi, Fantasy",178 min,5.6,"2,759",(1999),Certificate N/A,"Remake of Jules Verne's classic story finds adventurers seeking a mysterious hidden land. They are joined by the wife of another man, who had previously gone on a similar expedition and disappeared.","Treat Williams, Jeremy London, Tushka Bergen, Hugh Keays-Byrne",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Creature Cases,"Animation, Action, Adventure",28 min,7.5,175,(2022– ),Certificate N/A,"Follows Sam Snow and Kit Casey, two brilliant agents, as they solve mysteries that mix real zoological facts with wild detective action.","Joseph Balderrama, Kerry Shale, Teresa Gallagher, Nneka Okoye",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
SuperMarioGlitchy4,"Animation, Action, Adventure",Run Time N/A,8.3,852,(2011– ),Certificate N/A,"Whether it's having Mario in his birthday suit, teaching guides, or being idolized by a cloak, SMG4 is filled with endless possibilities!","Luke Lerdwichagul, Kevin Lerdwichagul, WillFromAfar, Celeste Notley-Smith",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"The History of Tom Jones, a Foundling","Adventure, Comedy, Drama",314 min,7.7,866,(1997),Certificate N/A,"A ribald and rowdy romp through the mansions and taverns of Georgian England. Henry Fielding's fallen hero bed-hops his way out of a good home and almost into a hangman's noose, via a series of misadventures and misunderstandings.","John Sessions, Benjamin Whitrow, Ron Cook, Christopher Fulford",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Thomas & Friends: All Engines Go,"Animation, Adventure, Comedy",30 min,2.5,772,(2021– ),Certificate N/A,"All aboard, everyone. It's all engines go as Thomas and his friends work hard and find time to have fun on the island of Sodor.","Charlie Zeltzer, Meesha Contreras, Ava Ro, Glee Dango",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Nihon Chinbotsu 2020,"Animation, Adventure, Drama",25 min,6.4,"3,341",(2020),Certificate N/A,"An ordinary family is put to the test as a series of massive earthquakes throw Japan into total mayhem. From director Masaaki Yuasa (Devilman Crybaby), the first anime adaptation of the bestselling science fiction novel by Sakyo Komatsu.","Billy Kametz, Ryan Bartley, Faye Mata, Grace Lynn Kung",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Gormenghast,"Adventure, Comedy, Drama",232 min,7.2,"3,052",(2000),Certificate N/A,A villain threatens the rise of a new earl in an ancient kingdom.,"Warren Mitchell, Jonathan Rhys Meyers, Celia Imrie, John Sessions",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Bill & Ted's Excellent Adventures,"Animation, Adventure, Comedy",30 min,6.4,"1,869",(1990–1991),Certificate N/A,The further time travelling adventures of those two most excellent dudes.,"Alex Winter, Keanu Reeves, Dana Hill, Tress MacNeille",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ore dake Haireru Kakushi Dungeon,"Animation, Action, Adventure",24 min,6.4,"1,881",(2021),Certificate N/A,"The Hidden Dungeon is a place of legend where rare treasures and items are hidden. Nor, the third son of an impoverished noble family who's lost the one job offer he had, was lucky enough to hear about this dungeon.","Ryôta Ôsaka, Miyu Tomita, Rumi Okubo, Akari Kitô",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Horseland,"Animation, Adventure, Family",23 min,5.8,449,(2006–2008),Certificate N/A,"Seven horses and seven horse lovers go on adventures, aided by a wise collie, a jealous cat and a clumsy pig in a place called Horseland.","David Kalis, Dana Donlan, Wendy K. Gray, Stephen Shelton",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Killing Zac Efron,"Action, Adventure",Run Time N/A,Rating N/A,Votes N/A,,Certificate N/A,"This adventure series, of which Zac Efron is the star and executive producer, will show the actor venturing ""deep into the jungles of a remote, dangerous island to carve his own name in expedition history.""","Star:
Zac Efron",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Danger & Eggs,"Animation, Short, Adventure",22 min,5.1,704,(2015–2017),Certificate N/A,"In this fast-paced original animated comedy, teal-haired D.D. Danger and her best friend Phillip plan out an another amazing day but get distracted with a challenge to conquer by the world's weirdest abandoned water slide.","Aidy Bryant, Eric Knobel, Shadi Petosky, Michael Ritchie",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Gravity Falls Shorts,"Animation, Short, Adventure",2 min,8.3,"3,023",(2013–2014),Certificate N/A,2-minute shorts about Gravity Falls.,"Alex Hirsch, Kristen Schaal, Jason Ritter, Linda Cardellini",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"20,000 Leagues Under the Sea","Adventure, Romance, Sci-Fi",158 min,5.7,"1,644",(1997),Certificate N/A,"In 1886, a French marine biologist aboard an American warship is scouring the Atlantic Ocean in search of a sea monster that routinely attacks and sinks passing ships.","Michael Caine, Patrick Dempsey, Mia Sara, Adewale Akinnuoye-Agbaje",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Buccaneers,"Adventure, Drama",30 min,7.3,167,(1956–1957),Certificate N/A,Captain Dan Tempest was an ex-pirate who received a pardon from the King and turned privateer after his stronghold of New Providence was taken over by Crown soldiers. Tempest and Lt. ...                See full summary »,"Robert Shaw, Paul Hansard, Brian Rawlinson, Edwin Richfield",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Secrets of the Elephants,"Documentary, Adventure",Run Time N/A,8.4,369,(2023),Certificate N/A,Elephants have long been a source of wonder and mystery with their rich emotional lives and almost supernatural ways of navigating the world.,"Natalie Portman, Paula Kahumbu, Joyce Poole",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Fillmore!,"Action, Animation, Comedy",30 min,7.6,"2,880",(2002–2004),Certificate N/A,Former delinquent now fights for the good guys at X Middle School.,"Orlando Brown, Tara Strong, Don LaFontaine, Horatio Sanz",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ang probinsyano,"Action, Adventure, Crime",99 min,3.7,410,(2015–2022),Certificate N/A,"The story of Cardo Dalisay as he faces terrorists, drug dealers, and other criminals in the Philippines.","Coco Martin, Jaime Fabregas, Malou Crisologo, Susan Roces",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
My Little Pony 'n Friends,"Animation, Short, Adventure",30 min,5.6,"1,320",(1986–1987),Certificate N/A,The story of a human named Megan in a world of magical ponies and their adventures together in Pony Land.,"Sherry Lynn, Bettina Bush, Susan Blu, Nancy Cartwright",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Black Lagoon: Roberta's Blood Trail,"Animation, Action, Adventure",34 min,7.7,"3,510",(2010–2011),Certificate N/A,"The 'bloodhound' awakens when her master, and head of the Lovelace family is assassinated.","Megumi Toyoguchi, Daisuke Namikawa, Michie Tomizawa, Kazue Ikura",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
